,CustomerId,firstPurchaseDate,lastPurchaseDate,countOfPurchases,totalPurchaseValue,totalQtyPurchased,customerProfit,daysSinceLastPurchase,periodOfExistence,firstPurchaseYear,avgorderValue,customerValue,customerLifetimeValue
215,224,2016-01-23,2020-06-30,8,15984.94,37,9903.55,183,1620,2016,1998.1175,284175.1982453151,2814343284.5823903
216,225,2016-05-05,2020-04-18,2,4275.27,11,2245.87,256,1444,2016,2137.635,304017.5814991482,682783965.761492
217,226,2017-04-12,2017-04-12,1,529.0,5,155.25,1358,0,2017,529.0,75235.15502555366,11680257.817717206
218,227,2016-10-04,2020-04-11,4,15919.5,23,5381.280000000001,263,1285,2016,3979.875,566023.6533219761,3045931765.1484838
219,228,2017-04-20,2020-11-11,5,7292.9,17,2947.2800000000007,49,1301,2017,1458.58,207441.38453151615,611387843.802047
220,229,2016-06-01,2020-07-17,5,5344.4400000000005,8,2169.7200000000003,166,1507,2016,1068.8880000000001,152018.81736286203,329838268.408549
221,230,2016-09-06,2019-07-07,3,7165.5599999999995,23,2365.92,542,1034,2016,2388.52,339698.81376490626,803700217.462667
222,231,2016-02-25,2020-02-22,5,8257.53,21,1326.6500000000003,312,1458,2016,1651.506,234879.60290289606,311603025.1911271
223,232,2017-07-11,2019-12-02,5,23237.01,38,10829.06,394,874,2017,4647.402,660960.3212402044,7157578976.329448
224,233,2016-07-01,2020-02-07,4,16535.52,20,10377.41,327,1316,2016,4133.88,587926.4700511072,6101154029.573061
225,234,2020-05-28,2020-05-28,1,1814.54,2,877.36,216,0,2020,1814.54,258066.53724020437,226417257.11306572
226,235,2016-08-12,2020-11-27,5,13675.75,23,8469.720000000001,33,1568,2016,2735.15,388997.04020442924,3294696011.360259
227,236,2017-06-11,2020-02-05,3,2706.33,11,1308.8500000000001,329,969,2017,902.11,128299.40586030662,167924677.36026233
228,237,2016-01-10,2020-03-02,5,12716.8,26,3244.970000000001,303,1513,2016,2543.3599999999997,361720.3854173764,1173771799.0678244
229,238,2016-07-04,2020-09-10,4,5964.28,17,2880.5,111,1529,2016,1491.07,212062.15993185685,610845051.6837137
230,239,2016-10-04,2020-05-10,5,7505.76,19,2962.66,234,1314,2016,1501.152,213496.03674275975,632516168.2163045
231,240,2016-08-01,2017-03-18,3,10101.17,24,4230.530000000001,1383,229,2016,3367.056666666667,478867.73212947184,2025864306.8056948
232,241,2017-03-25,2020-09-11,4,14837.77,29,6228.05,110,1266,2017,3709.4425,527562.3469676318,3285684675.0317597
233,242,2017-06-22,2019-10-25,4,10952.849999999999,24,6500.96,432,855,2017,2738.2124999999996,389432.59344122646,2531685712.6576757
234,243,2016-08-10,2019-02-17,3,14151.119999999999,24,7332.1,682,921,2016,4717.04,670864.3396252128,4918844424.566023
235,244,2018-03-26,2018-03-26,1,6879.6,10,1663.2000000000007,1010,0,2018,6879.6,978426.7911413969,1627319439.026372
236,245,2016-10-23,2018-08-14,3,7014.42,23,2792.94,869,660,2016,2338.14,332533.696354344,928746661.8959016
237,246,2016-08-28,2017-07-05,3,10381.24,21,2117.62,1274,311,2016,3460.4133333333334,492145.05403747864,1042176209.3308455
238,247,2018-06-21,2018-06-21,1,7958.400000000001,10,6300.4000000000015,923,0,2018,7958.400000000001,1131855.3076660987,7131141180.41949
239,248,2017-09-13,2019-07-06,2,8015.5,20,5095.099999999999,543,661,2017,4007.75,569988.0766609879,2904146249.395399
240,249,2016-07-06,2020-12-05,10,18354.850000000002,35,10003.35,25,1613,2016,1835.4850000000001,261045.36582623507,2611328160.237869
241,250,2019-07-27,2020-12-21,3,6069.95,12,2464.24,9,513,2019,2023.3166666666666,287759.0606473594,709107387.609649
242,251,2016-11-16,2020-06-14,3,9226.04,12,3522.6600000000003,199,1306,2016,3075.346666666667,437380.30855195905,1540742117.7236443
243,252,2017-04-28,2018-06-10,3,7031.280000000001,12,1812.96,934,408,2017,2343.76,333332.9809880749,604319361.2121403
244,253,2017-01-13,2020-01-24,6,16133.03,20,7929.78,341,1106,2017,2688.8383333333336,382410.527120954,3032431349.7531986
245,254,2016-09-13,2016-09-13,1,1869.3,3,723.6000000000001,1569,0,2016,1869.3,265854.5846678023,192372377.4656218
246,255,2017-12-14,2019-07-12,2,3794.3,17,2201.9400000000005,537,575,2017,1897.15,269815.45247018733,594117437.4122044
247,256,2017-12-14,2019-09-15,3,4473.26,23,1944.3,472,640,2017,1491.0866666666668,212064.53028960817,412317066.24208516
248,258,2016-05-01,2018-01-11,2,3051.91,10,1668.58,1084,620,2016,1525.955,217023.5557410562,362121164.6384115
249,259,2017-03-14,2020-08-25,5,6894.950000000001,18,3294.5000000000005,127,1260,2017,1378.9900000000002,196121.97812606476,646123856.9363204
250,260,2017-11-13,2019-11-01,3,11289.779999999999,19,4530.329999999999,425,718,2017,3763.2599999999998,535216.3506643951,2424706689.905429
251,261,2017-10-11,2019-07-26,2,6095.43,14,2209.68,523,653,2017,3047.715,433450.49243611575,957786884.1262362
252,262,2017-07-14,2020-08-30,4,6339.74,17,3978.87,122,1143,2017,1584.935,225411.77775127764,896884160.141226
253,263,2018-11-08,2020-03-19,2,1351.71,6,922.47,286,497,2018,675.855,96121.08827938669,88668820.30508584
254,264,2018-03-15,2018-03-15,1,572.24,2,55.98000000000002,1021,0,2018,572.24,81384.81117546848,4555921.729602727
255,265,2016-03-14,2020-03-18,8,24667.64,45,11529.32,287,1465,2016,3083.455,438533.4875979556,5055992909.2328615
256,266,2016-04-17,2018-12-27,3,1547.9,8,612.9800000000001,734,984,2016,515.9666666666667,73381.5352640545,44981413.48616014
257,267,2016-04-23,2020-03-23,3,2863.7999999999997,12,1199.98,282,1430,2016,954.5999999999999,135764.61056218055,162914817.38240543
258,268,2017-10-23,2019-05-27,3,11164.56,17,4318.44,583,581,2017,3721.52,529280.0267120954,2285664038.5545807
259,269,2016-01-06,2020-05-02,6,15904.54,33,4884.740000000002,242,1578,2016,2650.7566666666667,376994.4966950596,1841520097.786226
260,270,2016-10-27,2018-06-09,2,4636.32,7,1730.92,935,590,2016,2318.16,329692.1114821124,570670669.6066179
261,271,2017-01-03,2020-11-28,5,3264.19,33,1478.9600000000003,32,1425,2017,652.838,92847.57681771718,137317852.21033102
262,272,2017-11-16,2020-05-18,3,13106.68,22,5957.0,226,914,2017,4368.893333333333,621350.4106303236,3701384396.1248374
263,273,2016-05-22,2018-04-11,3,4769.139999999999,9,2304.8199999999997,994,689,2016,1589.7133333333331,226091.35931856892,521099886.784624
264,274,2016-01-23,2019-10-25,6,20228.190000000002,41,12973.03,432,1371,2016,3371.3650000000002,479480.46960817714,6220314516.64097
265,275,2019-11-09,2019-11-09,1,1943.76,3,1302.96,417,0,2019,1943.76,276444.3949574105,360195988.8537076
266,276,2020-02-01,2020-05-10,2,3091.32,7,1130.82,234,99,2020,1545.66,219826.02971039177,248583670.9171052
267,277,2017-02-23,2020-11-29,3,9159.32,24,5434.92,31,1375,2017,3053.1066666666666,434217.3031686541,2359936305.3373814
268,278,2016-08-14,2020-08-26,8,13237.58,32,4611.370000000001,126,1473,2016,1654.6975,235333.5027086882,1085209854.3857636
269,279,2017-12-28,2020-07-03,4,21273.0,34,11072.130000000001,180,918,2017,5318.25,756369.3066439521,8374619291.171702
270,280,2016-04-18,2020-09-02,4,14203.130000000001,26,5665.780000000001,119,1598,2016,3550.7825000000003,504997.48931856896,2861204675.031362
271,281,2016-01-17,2019-12-19,5,10997.96,20,6874.68,377,1432,2016,2199.5919999999996,312829.1968109028,2150600622.7319775
272,283,2019-02-20,2020-11-08,5,12323.439999999999,24,5684.98,52,627,2019,2464.6879999999996,350531.5383168653,1992764784.7006125
273,284,2019-02-24,2020-07-18,4,11766.890000000001,18,5138.8,165,510,2019,2941.7225000000003,418376.0837989778,2149951019.426187
274,286,2016-02-01,2017-04-26,3,1321.99,18,225.54,1344,450,2016,440.66333333333336,62671.78487223168,14134994.360083133
275,287,2016-04-04,2019-04-18,6,17620.34,29,10475.060000000001,622,1109,2016,2936.7233333333334,417665.09499148204,4375066929.941474
276,288,2018-02-16,2019-07-15,3,5168.080000000001,18,1723.3600000000006,534,514,2018,1722.6933333333336,245003.96974446336,422230041.2988185
277,289,2016-12-03,2020-11-29,5,11328.94,29,5116.88,31,1457,2016,2265.788,322243.6889131175,1648882286.9257529
278,290,2018-03-03,2018-03-03,1,537.04,2,175.35999999999996,1033,0,2018,537.04,76378.61560476999,13393754.032452462
279,291,2017-02-05,2019-07-23,3,7104.06,17,4627.820000000001,526,898,2017,2368.02,336783.2737308347,1558572369.8370316
280,292,2017-04-07,2019-11-03,5,7326.43,21,3021.39,423,940,2017,1465.286,208395.12167632024,629642936.6816171
281,293,2018-03-17,2020-10-04,4,13227.92,26,7308.219999999999,87,932,2018,3306.98,470323.5405792163,3437227905.73184
282,294,2018-12-28,2020-10-10,2,865.46,6,326.9,81,652,2018,432.73,61543.4945826235,20118568.37905962
283,295,2016-08-22,2019-01-28,6,14094.98,29,6270.68,702,889,2016,2349.1633333333334,334101.4509710391,2095043286.5750756
284,296,2018-03-21,2019-10-19,4,11242.14,23,4425.85,438,577,2018,2810.535,399718.4053492333,1769093704.3149045
285,297,2016-06-04,2019-08-20,4,18509.440000000002,27,8998.080000000002,498,1172,2016,4627.360000000001,658109.918637138,5921725696.690459
286,298,2018-02-22,2020-11-17,4,7667.5199999999995,20,3234.08,43,999,2018,1916.8799999999999,272621.48197614984,881679682.4294267
287,299,2016-07-23,2020-10-08,7,22331.75,39,12212.779999999999,83,1538,2016,3190.25,453722.0289608176,5541207320.852094
288,300,2016-02-28,2020-02-15,5,8109.0599999999995,24,3550.74,319,1448,2016,1621.812,230656.47871890964,819001185.2463812
289,301,2020-06-17,2020-06-17,1,3279.8,5,1675.5500000000002,196,0,2020,3279.8,466457.96115843265,781573636.8190119
290,303,2017-10-25,2020-09-06,6,10050.79,35,3291.4,115,1047,2017,1675.131666666667,238239.67982964223,784142082.1912844
291,304,2017-09-25,2019-01-28,5,14508.009999999998,28,6096.659999999998,702,490,2017,2901.602,412670.08750936954,2515909215.714872
292,305,2017-09-10,2020-10-08,4,11991.44,21,3751.959999999999,83,1124,2017,2997.86,426360.04129471886,1599685820.536133
293,306,2018-03-25,2020-08-16,3,6190.41,9,2084.92,136,875,2018,2063.47,293469.72654173756,611860902.2613995
294,307,2020-05-20,2020-11-27,3,3677.84,24,1761.8399999999997,33,191,2020,1225.9466666666667,174355.93103918224,307187253.5420728
295,308,2017-04-11,2020-09-30,3,4318.969999999999,14,2312.81,91,1268,2017,1439.6566666666665,204750.08034071545,473548033.31281006
296,309,2016-11-29,2020-10-04,2,6218.4,10,3600.3999999999996,87,1405,2016,3109.2,442194.97921635426,1592078803.1705618
297,310,2016-10-23,2017-08-07,4,16880.6,33,9490.880000000001,1241,288,2016,4220.15,600195.9158432707,5696387413.758582
298,311,2017-10-12,2018-06-11,3,11104.84,27,1780.2399999999993,933,242,2017,3701.6133333333332,526448.8714139692,937205338.8460041
299,312,2018-01-05,2020-04-23,4,5191.57,22,1855.4,251,839,2018,1297.8925,184588.17286201016,342484895.92817366
300,313,2016-12-03,2016-12-03,1,3150.56,4,2208.64,1488,0,2016,3150.56,448077.25901192497,989641357.3440979
301,314,2018-03-20,2019-09-07,4,7796.2,22,3469.3599999999997,480,536,2018,1949.05,277196.746507666,961695304.4638361
302,315,2016-07-23,2019-06-06,4,2411.54,17,687.5400000000001,573,1048,2016,602.885,85743.18797274274,58951871.45877955
303,316,2020-08-14,2020-11-23,2,8731.49,10,6028.77,37,101,2020,4365.745,620902.6500511072,3743279269.5486135
304,317,2018-10-06,2018-11-28,2,4570.24,11,2356.8,763,53,2018,2285.12,324993.1142759795,765943771.7256286
305,318,2016-07-11,2020-04-13,4,8796.23,19,5115.13,261,1372,2016,2199.0575,312753.17943781934,1599773170.737773
306,319,2017-10-24,2020-09-20,5,5541.49,20,2467.2200000000003,101,1062,2017,1108.298,157623.7653015332,388892506.2272487
307,320,2016-02-23,2020-09-01,7,18608.559999999998,30,4243.689999999999,120,1652,2016,2658.365714285714,378076.6665952786,1604440169.2637174
308,321,2016-12-20,2019-10-08,3,4901.8,19,3078.48,449,1022,2016,1633.9333333333334,232380.39250425893,715378390.716511
309,322,2016-10-25,2018-02-07,2,1806.71,3,545.3000000000001,1057,470,2016,903.355,128476.47158432707,70058219.95493355
310,323,2017-10-08,2020-10-29,4,14626.08,26,2578.3200000000006,62,1117,2017,3656.52,520035.6314821123,1340818269.36296
311,324,2016-11-18,2019-10-25,6,24497.96,41,10525.59,432,1071,2016,4082.9933333333333,580689.2937649062,6112097423.55896
312,325,2017-05-23,2020-08-18,7,24371.17,48,11165.5,134,1183,2017,3481.595714285714,495157.64329033816,5528682666.158271
313,326,2018-06-25,2019-11-19,4,6124.4,15,3166.4800000000005,407,512,2018,1531.1,217755.28517887558,689517755.4132061
314,327,2016-12-21,2016-12-21,1,221.16,4,52.44,1470,0,2016,221.16,31453.69921635434,1649431.9869056216
315,328,2016-05-23,2019-12-12,3,9685.380000000001,19,3730.26,384,1298,2016,3228.4600000000005,459156.31114139693,1712772421.1983075
316,329,2016-12-06,2019-05-29,4,16264.16,23,6369.29,581,904,2016,4066.04,578278.1658603066,3683221339.032392
317,330,2017-07-29,2018-12-18,3,8967.220000000001,19,2380.24,743,507,2017,2989.0733333333337,425110.3886882453,1011864751.571309
318,331,2016-04-24,2020-11-19,4,10681.12,24,6473.18,41,1670,2016,2670.28,379771.13376490626,2458326907.664316
319,332,2017-05-24,2018-01-14,2,5487.57,15,1728.45,1081,235,2017,2743.785,390225.1225553662,674484613.0808227
320,333,2020-11-24,2020-11-24,1,63.36,4,44.8,36,0,2020,63.36,9011.152027257238,403699.6108211242
321,334,2018-03-06,2018-03-06,1,2102.73,7,1017.45,1030,0,2018,2102.73,299053.3412606473,304271822.0656456
322,335,2017-07-27,2020-10-07,3,7051.219999999999,14,3942.7799999999997,84,1168,2017,2350.4066666666663,334278.2796592844,1317985715.4750333
323,336,2016-05-10,2020-07-24,2,1400.72,9,810.96,159,1536,2016,700.36,99606.22528109027,80776664.45395297
324,337,2018-07-19,2019-02-12,2,9285.24,14,3220.4399999999996,687,208,2018,4642.62,660280.2181942078,2126392825.881354
325,338,2019-10-29,2019-10-29,1,3603.6,4,2074.7999999999997,428,0,2019,3603.6,512509.2715502555,1063354236.6124699
326,340,2019-02-24,2019-02-24,1,698.4000000000001,3,554.4000000000001,675,0,2019,698.4000000000001,99327.47120954002,55067150.038568996
327,341,2017-11-14,2019-04-13,2,3610.08,11,999.6000000000001,627,515,2017,1805.04,256715.4333219761,256612747.14864734
328,342,2018-04-01,2020-04-22,2,1656.02,9,973.0999999999999,252,752,2018,828.01,117760.79529812603,114593029.90460643
329,343,2016-04-23,2019-07-03,4,14987.509999999998,26,9944.199999999999,546,1166,2016,3746.8774999999996,532886.4075127768,5299129013.588554
330,344,2016-03-04,2018-11-18,4,6894.14,21,2656.9600000000005,773,989,2016,1723.535,245123.67281090288,651283793.7116566
331,345,2016-07-02,2017-08-05,2,5951.07,14,3071.66,1243,399,2016,2975.535,423184.94708688237,1299880274.568893
332,346,2016-06-28,2020-01-27,4,13132.9,23,2464.0499999999997,338,1308,2016,3283.225,466945.0696763202,1150575998.9359367
333,347,2017-04-01,2020-02-26,5,16713.61,26,9304.130000000001,308,1061,2017,3342.722,475406.82018398633,4423246857.878433
334,348,2019-06-22,2020-03-05,2,3556.9900000000002,11,2073.4,300,257,2019,1778.4950000000001,252940.16453151617,524446137.13964564
335,349,2016-06-28,2020-03-05,4,19191.86,28,7612.700000000001,300,1346,2016,4797.965,682373.6116865417,5194705593.686136
336,350,2016-05-26,2020-07-22,2,3075.04,7,960.8799999999999,161,1518,2016,1537.52,218668.34698466776,210114041.25062755
337,351,2016-09-21,2019-10-03,5,17583.36,36,9251.720000000001,454,1107,2016,3516.672,500146.24403407145,4627213008.8549
338,352,2016-06-15,2020-11-13,7,10187.06,38,3742.02,47,1612,2016,1455.2942857142857,206974.08543197854,774501167.1681724
339,353,2018-07-11,2018-07-11,1,1461.1,2,1045.84,903,0,2018,1461.1,207799.7826235093,217325324.65897095
340,354,2019-10-05,2019-10-05,1,3673.5,5,395.0,452,0,2019,3673.5,522450.55195911403,206367968.02385005
341,355,2017-06-17,2019-07-22,3,5830.63,10,2760.79,527,765,2017,1943.5433333333333,276413.58030664385,763119848.3747792
342,356,2016-02-19,2019-05-18,4,11721.58,25,5476.4400000000005,592,1184,2016,2930.395,416765.0701533219,2282388900.790458
343,357,2016-11-08,2019-01-11,5,3945.0000000000005,22,2000.7600000000002,719,794,2016,789.0000000000001,112212.73594548552,224510753.57028964
344,358,2016-05-14,2018-04-01,4,9286.060000000001,26,4218.62,1004,687,2016,2321.5150000000003,330169.2644974446,1392858662.5942097
345,359,2016-10-23,2019-09-26,2,3558.18,8,948.54,461,1068,2016,1779.09,253024.78630323673,240004130.80007216
346,360,2020-03-29,2020-03-29,2,7984.410000000001,13,4498.060000000001,276,0,2020,3992.2050000000004,567777.2439863713,2553896110.085338
347,361,2016-03-09,2018-05-16,3,13735.76,24,7738.960000000001,959,798,2016,4578.586666666667,651173.3037137989,5039404150.508942
348,362,2017-01-23,2019-05-29,2,3174.81,11,1469.8299999999997,581,856,2017,1587.405,225763.064770017,331833325.490914
349,363,2016-04-03,2020-12-28,7,22323.66,39,9557.69,2,1730,2016,3189.094285714286,453557.6615818934,4334963526.524647
350,364,2016-12-07,2020-05-20,3,4606.77,15,953.1300000000001,224,1260,2016,1535.5900000000001,218393.85955706984,208157739.35963
351,365,2017-12-09,2020-04-22,3,7272.749999999999,17,2649.06,252,865,2017,2424.2499999999995,344780.3867120953,913343931.2235432
352,367,2016-07-21,2020-08-28,4,8603.79,14,3558.3399999999997,124,1499,2016,2150.9475,305910.9047529812,1088535008.818723
353,368,2016-01-13,2019-06-27,3,7913.98,15,2840.24,552,1261,2016,2637.9933333333333,375179.2767291311,1065599188.9371473
354,369,2018-04-14,2020-03-14,2,8259.35,14,2708.1,291,700,2018,4129.675,587328.4287904599,1590544118.0074444
355,370,2018-04-14,2018-05-06,2,3499.3,9,2065.4500000000007,969,22,2018,1749.65,248837.78637137986,513962005.8607667
356,372,2017-02-28,2020-04-22,3,6605.76,20,2305.9500000000003,252,1149,2017,2201.92,313160.28838160133,722131966.9935536
357,373,2017-03-18,2020-11-17,3,5545.369999999999,13,3009.039999999999,43,1340,2017,1848.4566666666663,262890.21526405436,791047173.3381499
358,374,2016-07-03,2020-11-10,5,16635.739999999998,40,5418.920000000001,50,1591,2016,3327.1479999999997,473191.86308688234,2564188850.718769
359,375,2016-03-07,2020-01-18,3,4922.58,12,1849.1999999999994,347,1412,2016,1640.86,233365.5131856899,431539506.9829776
360,376,2018-03-26,2020-03-20,2,5978.7,8,2676.6,285,725,2018,2989.35,425149.7366269164,1137955785.0556045
361,377,2016-09-23,2019-10-12,3,9439.1,14,5458.1,445,1114,2016,3146.366666666667,447480.8770017035,2442395374.762998
362,378,2017-09-19,2020-03-14,5,7440.66,20,3155.1800000000003,291,907,2017,1488.132,211644.31326746164,667775904.3352296
363,379,2016-07-11,2020-06-26,4,12508.86,26,6095.620000000001,187,1446,2016,3127.215,444757.09890971036,2711070267.256009
364,380,2017-07-13,2019-12-13,4,10095.03,20,6213.18,383,883,2017,2523.7575,358932.4891482112,2230112162.925883
365,381,2017-02-26,2020-07-05,5,13563.82,27,3652.1199999999994,178,1225,2017,2712.764,385813.2704872231,1409036361.411797
366,382,2017-01-01,2018-08-16,4,5438.360000000001,18,2365.12,867,592,2017,1359.5900000000001,193362.8817035775,457326418.7747652
367,383,2016-03-16,2019-08-01,5,5094.99,20,2208.81,517,1233,2016,1018.9979999999999,144923.38847018735,320108229.6868345
368,384,2016-04-08,2017-06-29,2,4621.8,10,3100.68,1280,447,2016,2310.9,328659.58364565583,1019068197.8184121
369,386,2018-02-25,2020-11-24,2,6226.299999999999,11,2304.8199999999997,36,1003,2018,3113.1499999999996,442756.754003407,1020474621.7621324
370,387,2019-04-19,2020-01-21,2,1198.05,10,451.19999999999993,344,277,2019,599.025,85194.21311754682,38439628.95863712
371,388,2016-03-10,2018-05-26,4,10924.66,22,6841.32,949,807,2016,2731.165,388430.28766609874,2657375895.6158347
372,389,2016-04-03,2020-09-24,4,9631.58,22,5750.09,97,1635,2016,2407.895,342454.35465076653,1969143360.1338263
373,390,2017-11-02,2019-05-25,3,4901.82,15,2773.0200000000004,585,569,2017,1633.9399999999998,232381.34064735938,644398105.2419406
374,391,2018-11-01,2019-03-27,2,5664.81,12,1775.2700000000004,644,146,2018,2832.405,402828.7887904599,715129863.87604
375,392,2018-07-24,2018-07-24,1,7223.58,9,1769.0400000000009,890,0,2018,7223.58,1027348.1306984664,1817419937.130816
376,393,2017-12-23,2019-12-17,5,8235.76,23,4337.54,379,724,2017,1647.152,234260.37064395225,1016113728.0829686
377,394,2017-07-26,2020-06-21,2,4523.2,10,2523.2,192,1061,2017,2261.6,321648.0654173764,811582398.6611241
